SMILES,LogS
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,-2.1757
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,-4.3979
CCN(CC)C(=O)c1cccnc1,0.7490000000000001
O=C1Nc2ccccc2C=C1,-2.1394
Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,-4.6026
[Cl-].Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.2207
Cc1ccccc1OCC(O)CO,-1.1887
Cc1cc(O)ccc1Cl,-1.5704
CSCCC(N)C(O)=O,-0.6593
OCC(S)CS,-0.1547
OCC1OC(O[P](O)(O)=O)C(O)C(O)C1O,0.5848
O=NN1CCOCC1,0.9351
NC(Cc1ccc(O)c(O)c1)C(O)=O,-1.5959
NCCCCCC(O)=O,0.5854
CC(N)=O,1.5808
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,-3.284
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.2908
COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,-4.2155
Cc1cccc(Nc2ccccc2C(O)=O)c1C,-4.0815
[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C,-0.8655
[Cl-].COC(C[Hg+])CNC(N)=O,-1.5235
CC(C)(N)C(O)=O,0.2453
C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@]24O[C@]13O,-3.0163
[Na+].[O-]C(=O)CF,1.0452
COC(=O)C1=CCCN(C)C1,0.8091
CNC(=O)Oc1cccc(c1)C(C)C,-3.3567
C[NH+]1CC[C@@]23C4Oc5c(O)ccc(C[C@H]1[C@H]2C=C[C@H]4O)c35.C[NH+]6CC[C@@]78C9Oc%10c(O)ccc(C[C@H]6[C@H]7C=C[C@H]9O)c8%10.[O-][S]([O-])(=O)=O,-1.0157
CCC(C)C(C)(COC(N)=O)COC(N)=O,-2.366
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,-0.9482
[H+].[Cl-].Cc1ncc(CO)c(C=O)c1O,0.3901
N[C@@H](Cc1cc(I)c(O)c(I)c1)C(O)=O,-2.8583
c1cnc2c(c1)ccc3cccnc23,-1.826
Cc1ncc(CO)c(C=O)c1O,0.4758
CC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O,-2.5958
CC(C)=O,1.236
C[S](C)=O,1.1072
CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,-3.6687
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-4.6271
O=C1N=CNc2nc[nH]c12,-2.2888
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.3577
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,-3.4634
[O-][N+](=O)c1ccc(F)c(c1)[N+]([O-])=O,-2.6677
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,-1.6695
NC(Cc1[nH]cnc1)C(O)=O,-0.5314
NC1=CC=NC(=O)N1,-1.1426
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-5.2926
[Na+].CC(O)C([O-])=O,0.9505
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.5386
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O,-2.7785
Nc1ncnc2nc[nH]c12,-2.1179
N[S](=O)(=O)c1cc2c(NC(Cc3ccccc3)N[S]2(=O)=O)cc1C(F)(F)F,-3.5913
CCC1NC(=O)c2cc(c(Cl)cc2N1)[S](N)(=O)=O,-3.2859
C,-2.8629
C#N,1.5682
CC#C,-1.0417
CCN,1.346
ON=C,0.5768
C1CO1,1.356
BrC(Br)Br,-1.9113
CC(C)I,-2.0843
CC(C)N,1.2283
IC(I)I,-3.5952
CC1CN1,1.2434
C[As](C)(O)=O,1.1612
CC(C)(O)C#N,1.07
FC(F)(F)CCl,-1.1098
[O-]C(=O)C(Br)(Br)Br,-0.1713
CC(=O)C(C)(C)C,-0.7219
CC(Cl)(Cl)C(O)=O,0.5455
CC(O)C(Cl)(Cl)Cl,-0.7574
OC(=O)C(F)(F)Cl,0.8845
FC(F)(Cl)C(Cl)(Cl)Cl,-3.3093
FC(Cl)(Cl)C(F)(Cl)Cl,-3.2301
CC1(C)C2CCC1(C)C(=O)C2,-1.9784
OC1(C(=O)NC(=O)NC1=O)C2(O)C(=O)NC(=O)NC2=O,-1.9942
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,-4.3158
CC(C)(CO)[N+]([O-])=O,1.4681
CC(Cl)C(Cl)(Cl)C(O)O,-0.8666
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.3168
COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-1.5219999999999998
CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-2.079
Cc1cc(ccc1N)C(O)(c2ccc(N)cc2)c3ccc(N)cc3,-3.0272
OC(c1ccccc1)(c2ccccc2)c3ccccc3,-2.2596
CC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.4581
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-2.9008
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,-2.1193
N[S](=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.4507
CC(CO)(CO)[N+]([O-])=O,0.7724
CCC(C)(O)CC,-0.38
CCO[P](=O)(C#N)N(C)C,-0.2186
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,-4.9058
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,-0.6285
CCC(CO)(CO)CO,0.8723
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,-3.8664
CCC(C)(CC)OC(N)=O,-1.5599
Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,-6.0892
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,-2.9384
CCCCO[P](=O)(CCCC)OCCCC,-2.6995
CO[P](=S)(OC)SCc1nc(N)nc(N)n1,-3.069
CC(C)=CCCC(C)(O)C=C,-1.9871
BrCC(Br)Br,-2.7272
CC(Br)CBr,-2.1498
CC(C)CN,1.1359
ClCC(Cl)=C,-1.7128
CC(=O)CCl,-0.012
CC(O)CN,1.1243
CCC(Cl)Cl,-1.6217
OC(=O)CBr,1.1002
CC(=O)OO,1.1189
OC(=O)C(Cl)Cl,0.8896
CC(C)(CO)C(O)C(=O)NCCC(O)=O,0.6591
CC1(C)OC(=O)C[C@@H]1C([O-])=O,-1.2449
CC(C)c1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,-3.4141
CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-5.7692
CCC(C)(C)c1ccc(O)cc1,-2.9902
CC(=O)C1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@]12C,-3.8202
CN1C(c2ccc(Cl)cc2)[S](=O)(=O)CCC1=O,-2.0394
CC(=O)c1c(C)c(c(c(c1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,-5.1901
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-3.3682
Oc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,-4.6024
CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-5.836
Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O,-3.2626
Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-5.8541
O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,1.2572
CN1CCN(CC1)C(c2ccccc2)c3ccccc3,-2.4255
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.107
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,-3.4942
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-3.9544
CN1C=CC(=O)c2ccccc12,-0.9818
COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,-6.2949
O[P](O)(=O)O[C@H]1[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H](O[P](O)(O)=O)[C@@H](O[P](O)(O)=O)[C@H]1O[P](O)(O)=O,0.1804
Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,-3.6478
c1ccc(cc1)c2ccccc2c3ccccc3,-5.2692
COc1ccc2nccc(C(=O)C3CC4CCN3CC4C=C)c2c1,-5.0313
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-5.8892
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,-6.5891
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,-9.3076
COc1c2C=CC(=O)Oc2cc3OC(C)(C)C=Cc13,-3.81
CN1C(=O)N(C)c2nc(Cl)[nH]c2C1=O,-1.5075
OC(=O)c1ccccc1C(=O)c2ccc(Cl)cc2,-2.7171
Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,-2.407
Nc1ccc(c2cc(ccc12)[S](O)(=O)=O)[S](O)(=O)=O,-0.2592
Nc1ccc(c2ccc(cc12)[S](O)(=O)=O)[S](O)(=O)=O,-1.643
N#CC(c1ccccc1)c2ccccc2,-2.9437
OC(=O)c1cccc2cccnc12,-1.7447
COc1cc(C=O)cc(OC)c1OC,-2.1195
CC(C)CCOC(=O)c1ccccc1O,-3.1572
OCCOC(=O)c1ccccc1O,-1.1567
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([O-])=O,-2.3122
Clc1ncnc2nc[nH]c12,-1.4901
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.0886
Cc1cccc(Cl)c1O,-0.7739
Oc1cccc(O)c1O,0.6043
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,-9.5374
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,-1.2871
Oc1c(Cl)cc(Cl)cc1Cl,-2.3924
CC(=O)c1sccc1,-0.9549
Oc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-1.6172
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,-3.6646
NC(=O)c1ccccc1C(N)=O,-2.4371
OC(=O)Cc1ccccc1C(O)=O,-1.0515
Nc1ccc(Cl)cc1[N+]([O-])=O,-2.5380000000000003
Oc1ccc(Cl)cc1[N+]([O-])=O,-3.0902
OCC(O)C(O)C1OC(=O)C(O)C1O,0.3348
CC(C)c1cc(Cl)c(C)cc1O,-2.2664
Brc1cccc2ccccc12,-4.3468
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,-1.8871
COC(=CC(O)=O)C(=O)C(C)=C,-0.9299
OCC1OC(=O)C(O)C(O)C1O,0.5201
CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C,-2.8267
c1ccc2nccnc2c1,0.7051
Nc1ccc2ccccc2c1,-2.8795
CN(C)CCN(Cc1sccc1)c2ccccn2,-2.6383
Oc1ccc(cc1O)c2ccccc2,-2.0659
c1ccc(cc1)c2cccc(c2)c3ccccc3,-5.183
[Cl-].CN(C)c1ccc2nc3cc(C)c(N)cc3[s+]c2c1,-0.9034
Oc1cc2ccccc2cc1O,-2.7377
CCN(CCO)c1ccccc1,-1.9171
Nc1ccc2cc3ccc(N)cc3nc2c1,0.3783
CC(=O)c1ccc(cc1)c2ccccc2,-3.3104
[O-][N+](=O)c1ccc(cc1)c2ccccc2,-5.2094
COc1ccc(OC)c(C=O)c1,-2.3202
OC(=O)c1ccc2ccccc2n1,-1.0911
Cc1ccc2ccc(C)nc2c1,-1.9424
ClCC(=O)N(CC=C)CC=C,-0.9452
OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,-3.8294
CC(=O)CC(=O)c1ccccc1,-2.6268
O=C(OC(=O)c1ccccc1)c2ccccc2,-4.3546
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,-3.848
CC(C)COC(=O)c1ccc(N)cc1,-2.9437
CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-2.7145
[I-].CN1C=CC=C\C1=C/[NH+]=O,-0.7405
CCCCOC(=O)COc1ccc(Cl)cc1Cl,-3.78
Cc1cc(Cl)ccc1OCCCC(O)=O,-3.678
Clc1ccc(OCCOC(=O)c2ccccc2)c(Cl)c1,-3.8118
CCCC(O)C(CC)CO,-0.5418
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,-3.2386
C\C(NO)=C(/C)N=O,-2.2868
Cc1ccc(N)cc1C,-1.5036
Oc1ccc(Cl)c(Cl)c1,-1.2458
CCOC(=O)C(=O)OCC,-0.6085
OCC(Br)CBr,-0.6222
ClCC(Cl)CCl,-1.9255
CCC(N)CO,1.0499
OCC(O)CCl,0.9565
CC\C(C)=N\O,0.0599
CC1CCCO1,0.2069
CC(O[P](C)(F)=O)C(C)(C)C,-0.9383
CC(C)N(CCO)C(C)C,-1.0829
CC(C)[C@H](NC(C)=O)C(O)=O,-0.3599
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,-4.9495
CCCC(C)C(O)=O,-0.889
CCOC(=O)C(C)O,0.9276
CC(C)COC(=O)C(C)C,-2.1590000000000003
OCc1occc1,1.0083
CC(C)(C)c1ccc(O)c(O)c1,-1.9197
CC1=CC[C@@H](CC1)C(C)(C)O,-2.3369999999999997
Cl[S](=O)(=O)c1ccc(I)cc1,-4.2686
CC(O)c1ccccc1,-1.7969
ClC(Cl)c1ccccc1,-2.8089999999999997
OC(=O)c1ccccn1,0.892
OCc1ccccc1O[C@@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](O)[C@H](O)[C@H]2O,-2.8925
COC(=O)c1cc(O)c(O)c(O)c1,-1.2399
Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,-4.4709
OC(=O)C1=CC(=O)C=C(O1)C(O)=O,-1.1097
CC(=C)C1CC=C(C)C(=O)C1,-2.0628
CCC(C)c1ccc(O)cc1,-2.1945
CC(C)C1=CCC(=CC1)C,-4.1958
OC(=O)c1ccc(cc1)C(O)=O,-4.0444
CCN(CC)CCO,0.9311
N#Cc1ccncc1,-0.4154
N#Cc1cccnc1,0.1128
OCC1CCCCO1,0.9349
CCN1CCOCC1,0.9386
CC(Oc1cccc(Cl)c1)C(O)=O,-2.2232
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3,-1.91
Oc1ccc(Cc2ccccc2)cc1,-3.4009
O=C(Nc1ccccc1)Nc2ccccc2,-3.1508
CCc1cc(CC)cc(CC)c1,-7.0641
CCN(CC)CN(CC)CC,-0.1995
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0.534
C=CCN(CC=C)CC=C,-1.7395
CCCCN(CCCC)CCCC,-3.1157
BrCCc1ccccc1,-3.6757
CNCc1ccccc1,0.9166
CC(=O)Nc1ccc(C)cc1,-2.0946
CC(=O)Nc1ccc(cc1)/C=N/NC(N)=S,-3.429
Cc1ccc(cc1)[S](O)(=O)=O,0.5564
CCOCCOC(=O)/C=C/c1ccc(OC)cc1,-2.6995
OCC(O)COc1ccc(Cl)cc1,-1.3067
CCCCCCCCCCc1ccccc1,-7.959
OCC1CCC(CO)O1,0.8789
CCCC(O)C#C,-0.4121
CCOC(=O)CCl,-0.8005
COC(=O)CC(C)=O,0.6341
CCC(C)OC(C)=O,-1.2727
CCCC(=O)OCCOC(=O)CCC,-2.6069
COCCOC(=O)CCCCC(=O)OCCOC,-1.2665
CCCCCCC(=O)OCC,-2.7369
CCCCCCCC(=O)OCC,-3.3907
Oc1ccc(O)cc1.O=C2C=CC(=O)C=C2,-1.7305
CCCCC(=O)CC,-1.4242
O=C1CNC(=O)CN1,-0.8312
CC(O)COC(C)CO,0.8723
CCCCCC(=O)CC,-1.693
COC(=O)CCCCCCCCC(=O)OC,-3.2831
BrCC#C,-0.9022
CCC#C,-1.2753
CCCS,-1.6021
ClCCBr,-1.3177
ClCC=C,-1.3562
NCC=C,1.2434
NCCN,1.2211
OCC=C,1.236
OCCO,1.2071
O=CC=O,1.2363
NCC[S](O)(=O)=O,-0.1906
OCC[S](O)(=O)=O,0.8992
CC(O)CC(C)(C)O,0.9275
CC(C)O[P](C)(F)=O,0.8536
CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,0.5373
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-6.8424
NC(=O)OCC(Cl)(Cl)Cl,-1.2843
COC(C)(C)CC(C)=O,0.3326
CC(C)CCBr,-2.886
CC(O)CCO,1.0452
CC(O)CC=O,1.055
NC(=O)CC#N,0.1893
CCCC(O)=O,-0.1669
CNCC(O)=O,0.5273
CN(C)CCO,1.0499
CC(C)CC(C)C,-4.2605
CC(C)CC(C)O,-0.7945
CC(=O)OC(C)=O,0.0702
C=C1OC(=O)C=C1,-0.9827
CCO[P](=O)(OCC)Oc1cc(C)[nH]n1,-2.3696
Cc1cccc(Cl)c1,-3.5228
CC1OC(C)OC(C)OC(C)O1,-2.8997
CCOC(=O)CC(C)C,-1.8135
Cc1cc(C)nc(C)c1,-0.5394
CC(C)CC(C)OC(C)=O,-2.0451
Cc1ccncc1,1.0309
Sc1ccccc1,-2.1204
Cc1cccnc1,1.0309
CN1CCOCC1,0.995
CC1CNCCN1,0.6378
Cc1cnccn1,1.0263
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.8955
CCOCCOC(=O)CCCCC(=O)OCCOCC,-2.065
CCC#CC(C)O,-0.4121
CC(C)COC=C,-1.5236
BrCCCBr,-2.0747
CC\C=C/C,-2.5384
CCCCN,1.1359
OCCC#N,1.1483
CCCCS,-2.1792
NNCCO,1.1186
COCCO,1.1186
CC(C)COC(C)=O,-1.2657
CC(C)=NNC(N)=O,-0.2674
CCCCCCCCCC(=O)OCC,-4.1006
CCOC(=O)CCCCCCCCC(=O)OCC,-3.5091
CC(C)CCOC=O,-1.5206
COCCOC(C)=O,0.9276
ClCCCCCl,-0.92
ClC/C=C/CCl,-2.1675
CCCCCN,1.0597
CCCCCS,-2.8248
ClCCOC=C,-2.3951
CCOCCO,1.0452
C1CNCCN1,1.0648
C1COCCN1,1.0599
CC[C@H](C)[NH2+][C@H](C)CC,-1.769
OC(=O)COCC(O)=O,0.4927
CCCCCCC(O)=O,-1.6646
CCOCCOC(C)=O,0.2716
OC(=O)CCCCCCCCC(O)=O,-2.3059
[O-][N+](=O)OCCOCCOCCO[N+]([O-])=O,-1.561
NCCNCCN,0.9864
COCCOCCO,0.9203
CCCCCCCCC,-5.7657
CCOCCOCCO,0.8723
ClCCOCOCCCl,-1.3461
CCCCOCCOC(C)=O,-1.2504
ClCCOCCOCCCl,-0.9955
CCCCOCCOCCO,0.7899
COCCOCCOCCO,0.7846
CCOCCOCCOCC,0.7899
CCOCCOCCOCCO,0.7490000000000001
CCCCCCOCCOCCO,-1.0490000000000002
CCCCCCCCCCCCCCCCCCCC,-8.1724
CNC(=O)Oc1ccccc1OC(C)C,-2.0512
CN(C)[P](F)(=O)N(C)C,0.8121
OC(=O)C1C(C(O)=O)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,-2.0457
CC(N)(CO)CO,0.9782
CCC(CC)(CO)CO,0.1798
CCCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2,-6.4131
CO[P](=O)(Oc1ccccc1)Oc2ccccc2,-2.1209
ClCCO[P](=O)(OCCCl)OCCCl,-1.6105
CCNC(=O)CS[P](=S)(OC)OC,-1.4567
CNC(=O)O\N=C\C(C)(C)SC,-1.4991
CC(=O)CO,1.1303
COC(C)=C,1.142
FC(F)=C(F)F,-2.8001
CC1(C)N(CO)C(=O)NC1=O,0.8009
Clc1ccc(cc1)[S](=O)(=O)c2cc(Cl)c(Cl)cc2Cl,-6.6594
Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,-3.824
O[S](=O)(=O)c1cccc2C(=O)c3c(cccc3[S](O)(=O)=O)C(=O)c12,0.2572
Nc1ccc2C(=O)c3ccccc3C(=O)c2c1,-6.1366
COCCOC(=O)c1ccccc1C(=O)OCCOC,-1.5213
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-7.2493
COc1ccc2C(OC(=O)c2c1OC)C3N(C)CCc4cc5OCOc5cc34,-4.1065
CCNc1cccc2ccccc12,-3.1922
CC1(C)N(Cl)C(=O)N(Cl)C1=O,-2.5955
[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F,-3.3533
CCO[P](=S)(OCC)OC1=NN(C(=O)C=C1)c2ccccc2,-3.5319
Oc1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)cc1,-5.444
Oc1cc(cc2ccc(Nc3ccccc3)cc12)[S](O)(=O)=O,-1.9763
CC(C)n1nc(C)cc1OC(=O)N(C)C,0.6752
Cc1cc(Cc2cc(C)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C,-7.2311
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2,0.0985
OC(c1ccccc1)c2ccc(Cl)cc2,-3.4886
CNc1ccccc1C(O)=O,-2.8784
Cc1cc(ccc1N)c2ccc(N)c(C)c2,-2.213
COc1ccc(C=O)cc1OC,-1.4199
CCOc1ccc(C=O)cc1OC,-2.1913
Oc1ccc(Cl)cc1Cc2ccccc2,-3.1666
[nH]1cnc2ncncc12,0.6194
S(Sc1sc2ccccc2n1)c3sc4ccccc4n3,-4.5218
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(=C2C)C\C=C/C=C)C1(C)C,-6.2155
COC(=O)C(/C)=C/[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(=C2C)C\C=C/C=C)C1(C)C,-4.6168
CCCOC(=O)c1cc(O)c(O)c(O)c1,-1.7827
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,-3.5706
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.8477
N(Nc1ccccc1)c2ccccc2,-2.9210000000000003
OCCNc1ccccc1,-0.4745
OC(=O)CCC(=O)OOC(=O)CCC(O)=O,-0.8471
CCCCCCCCC(=O)OCC,-3.8007
CC(C)=CCCC(=C)C=C,-4.3861
CC(=O)CC(C)(C)O,0.9349
