SMILES,LogS
CC12CCC3C(CCC4=CC(=CC=C34)O)C1CCC2O,-4.83
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12,-6.01
CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,-3.14
CC(C)(C)NCC(O)COC1=CC=CC2=C1CC(O)C(O)C2,-1.01
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-1.91
CC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1,-1.41
CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.1
OC(=O)COC1=CC2=C(C=CC=C2)C=C1,-3.36
C[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,-0.91
CC(C)NCC1CCC2=C(N1)C=C(C(=C2)CO)[N+]([O-])=O,-2.97
CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14,-3.49
CC12CCC3C(CCC4=CC(=CC=C34)O)C1CCC2(O)C#C,-4.47
CCC1(C(=O)NC(=O)N(C)C1=O)C2=CC=CC=C2,-3.68
O1C2=C(C=CC=C2)C3=C1C=CC=C3,-4.6
CCCCN1CCCCC1C(=O)NC2=C(C)C=CC=C2C,-3.22
CN1C2CC(CC1C3OC23)OC(=O)C(CO)C4=CC=CC=C4,-1.24
CCN(CC)CCNC(=O)C1=CC(=C(N)C=C1OC)Cl,-3.18
NC(CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,-3.49
COC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1,-1.76
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.97
NC1=NC2=C(N=C[N]2COCCO)C(=O)N1,-2.12
COC1=CC=C2C3CCC4(C)C(CCC4(O)C#C)C3CCC2=C1,-5.49
CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)CO)C4(C)CC(=O)C23,-3.11
NC1=NC(=C(C=C1)N=NC2=CC=CC=C2)N,-4.24
COC(=O)C[S](=O)(=O)C1=CC=C(Cl)C=C1,-2.38
OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-1.97
CN1N(C2=CC=CC=C2)C(=O)C(=C1C)N,0.31
OC(=O)C1=CC=CC=C1NC2=CC=CC=C2,-4.96
CC12CC(O)C3(F)C(CCC4=CC(=O)C=CC34C)C1CC(O)C2(O)C(=O)CO,-3.68
OCC1CCC(O1)[N]2C=NC3=C2N=CNC3=O,-0.94
CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,-2.46
C1=CC2=C(C=C1)N=C3C=CC=CC3=N2,-3.7
O=C(NC1=CN=NS1)NC2=CC=CC=C2,-3.85
CCCCNC(=O)N[S](=O)(=O)C1=CC=C(C)C=C1,-3.17
CC1=NC(=NC(=C1)C2CC2)NC3=CC=CC=C3,-4.05
COC(=O)C1(CCCCC1)[S](=O)(=O)C2=CC=CC=C2,-3.85
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-4.61
CCOC(=O)C1=CN=C[N]1C(C)C2=CC=CC=C2,-4.73
COC1=CC=C2C=C(C=CC2=C1)C(C)C(O)=O,-3.29
CC12CC3=C(ON=C3)C=C1CCC4C2CCC5(C)C4CCC5(O)C#C,-5.51
NC1=NC2=C(N=C[N]2COC(CO)CO)C(=O)N1,-1.77
CC1N(C)CN2C(=O)C3=C(C=CC=C3)N=C12,0.03
ClC1=CC=C(C=C1)C2=C(Cl)C=C(Cl)C=C2,-6.0
CC(C)OC(=O)C[S](=O)(=O)C1=CC=C(Cl)C=C1,-2.41
CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O,-1.16
CC(C)OC(=O)C1(CCC1)[S](=O)(=O)C2=CC=C(C)C=C2,-3.34
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,-4.38
NC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-2.3
COC(=O)C[S](=O)(=O)C1=CC=C(Br)C=C1,-2.48
ClC1=CC(=C(C(=C1)Cl)C2=CC=CC=C2)Cl,-6.06
N[S](=O)(=O)C1=CC2=C(SCCC2O)S1,-2.59
COC(=O)C1(CCCCC1)[S](=O)(=O)C2=CC=C(C)C=C2,-4.61
CN1N=C(SC1=NC(C)=O)[S](N)(=O)=O,-1.92
ClC1=CC=C(Cl)C(=C1Cl)C2=CC=CC=C2,-6.29
[O-][N+](=O)C1=CC=C(O1)\C=N\N2CC(=O)NC2=O,-3.38
CO[P](=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,-3.68
CC1=NC(=O)C(=C(NCC2=CN=CC=C2)N1)C#N,-2.35
CCOC1OC2=CC=C(O[S](C)(=O)=O)C=C2C1(C)C,-3.42
NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O,-1.73
CC(C(O)=O)C1=CC=C(C(=C1)F)C2=CC=CC=C2,-4.29
CC(C)OC(=O)C1(CCCC1)[S](=O)(=O)C2=CC=C(C)C=C2,-3.91
CNC(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-2.85
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO,-4.31
CCCSC1=CC2=C([NH]C(=N2)NC(=O)OC)C=C1,-4.22
CCCN1CN2C(=O)C3=C(C=CC=C3)N=C2C1C,-2.67
CCCCC(C[N]1C=NC=N1)(C#N)C2=CC=C(Cl)C=C2,-3.31
CN1CCC23C4CCC(=O)C2OC5=C(O)C=CC(=C35)CC14,-2.1
N[S](=O)(=O)C1=CC2=C(SCCC2=O)S1,-3.55
N[S](=O)(=O)C1=CC2=C(S1)C(=O)CCS2,-3.49
N[S](=O)(=O)C1=CC2=C(S1)C(O)CCS2,-2.25
CC(C)OC(=O)C1(CCCCC1)[S](=O)(=O)C2=CC=C(C)C=C2,-4.62
NC1=C(C2=CC=CC=C2C=C1)[S](O)(=O)=O,-1.7
C[N]1C(=CC=C1C(=O)C2=CC=C(C)C=C2)CC(O)=O,-4.09
CN(C)C(=O)C1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)N2CC2,-2.48
ClC1=CC=C(C=C1)C2=CC(=C(Cl)C(=C2)Cl)Cl,-7.96
OC(=O)C1=CC(=CC=C1O)C2=C(F)C=C(F)C=C2,-4.61
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O,-4.9
ClC1=CC(=C(C=C1)C2=CC=C(Cl)C=C2Cl)Cl,-6.51
ClC1=CC(=C(C=C1)C2=CC(=CC=C2Cl)Cl)Cl,-7.26
ClC1=CC(=C(Cl)C=C1)C2=CC(=CC=C2Cl)Cl,-7.04
ClC1=CC(=C(Cl)C(=C1Cl)Cl)C2=CC=CC=C2,-7.16
CNCCCC12CCC(C3=C1C=CC=C3)C4=C2C=CC=C4,-4.69
CCN(CC)C(=O)\C(=C/C1=CC(=C(O)C(=C1)[N+]([O-])=O)O)C#N,-4.26
ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,-7.2
[O-][N+](=O)C1=C(C=C(C(=O)NC2CC2)C(=C1)[N+]([O-])=O)N3CC3,-3.39
CC1=NC2=C(C=C(Cl)C=C2)[S](=O)(=O)N1,-3.36
OC1=C(Br)C(=C(Br)C(=C1Br)Br)Br,-6.6
CC(C)(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-3.36
C[S](=O)(=O)C1=CC=C(C=C1)C(O)C(CO)NC(=O)C(Cl)Cl,-2.15
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C2=CC=CS2,-2.0
CN1CCN=C(C2=CC=CC=C2)C3=C1C=CC(=C3)Cl,-4.43
NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,-3.29
OC(=O)C1=CC=CC=C1NC2=CC(=CC=C2)C(F)(F)F,-4.4
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.05
CC(C)OC(=O)C1(CCCCCC1)[S](=O)(=O)C2=CC=C(Cl)C=C2,-5.52
CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,-4.79
N[S](=O)(=O)C1=CC2=C(S1)[S](=O)CCC2O,-1.35
CCCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-2.84
CC(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-2.76
CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,-3.82
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)C5=CC=CC=C5,-4.48
ClC1=CC=C(N[S](=O)(=O)C2=CC=CC=C2)C=C1,-4.03
COC(=O)C1CC1[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O,-3.38
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CCC5=CC=CC=C5,-5.27
C1=CC2=C(C=C1)C3=C4C(=CC=C3)C=CC=C24,-5.93
CCCCNC(=O)[N]1C(=NC2=C1C=CC=C2)NC(=O)OC,-4.86
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CCCC5=CC=CC=C5,-5.43
CCCCC(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,-3.4
ClC1=CC=C(C=C1Cl)C2=CC(=C(Cl)C(=C2)Cl)Cl,-8.39
ClC1=CC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-4.32
CCN1CCCC1CNC(=O)C2=C(OC)C=CC(=C2)[S](N)(=O)=O,-2.88
ClC1=CC(=C(C=C1)C2=CC(=C(Cl)C(=C2)Cl)Cl)Cl,-8.55
CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2OC(=O)CC5=CC=CC=C5,-4.66
OC(=O)CC1=CC=CC=C1OC2=C(Cl)C=C(Cl)C=C2,-4.86
ClC1=NC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-3.76
COC1=CC=C2N=CC=C(C(O)C3CC4CCN3CC4C=C)C2=C1,-2.79
ClC1=CC=CN=C1N[S](=O)(=O)C2=CC=CC=C2,-3.17
COC12C(COC(N)=O)C3=C(N1CC4NC24)C(=O)C(=C(N)C3=O)C,-2.56
CCCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CO,-4.71
ClC1=CC2=C(OC3=C(O2)C=CC=C3)C=C1Cl,-7.23
COC1=CC2=C(C=CN=C2C=C1)C(O)C3CN4CCC3C(C4)C=C,-3.36
ClC1=CC(=C(Cl)C=C1)C2=C(Cl)C(=C(Cl)C=C2)Cl,-7.91
N[S](=O)(=O)C1=CC2=C(S1)[S](=O)(=O)CCC2,-2.68
CCOC1=CC2=C(C=C1)N=C(S2)[S](N)(=O)=O,-4.03
CC(C)(C)C1CCC(CC1)CC2=C(O)C(=O)C3=C(C=CC=C3)C2=O,-7.04
CCC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,-4.52
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(Cl)C=C2,-4.13
CCCN(CCC)C1=C(C(=C(C=C1[N+]([O-])=O)C(F)(F)F)N)[N+]([O-])=O,-7.07
COC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,-4.23
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2)C#N,-3.6
CCC(=O)OC(CC1=CC=CC=C1)(C(C)CN(C)C)C2=CC=CC=C2,-2.61
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,-1.7
O=C1NC(=O)C(C(=O)N1)(C2=CC=CC=C2)C3=CC=CC=C3,-4.2
[O-][N+](=O)C1=CC=C(N[S](=O)(=O)C2=CC=CC=C2)C=C1,-3.93
COC1=CC=C(N[S](=O)(=O)C2=CC=C(N)C=C2)N=N1,-2.68
CC1=C(C(=O)NC2=CC=CC=C2)[S](=O)(=O)CCO1,-2.43
CC1=C(Cl)C=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1,-4.91
CC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=CC(=C1)Cl,-4.35
CC(=O)OCC(=O)C1(O)C(CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)OC(C)=O,-4.13
ClC1=CC=CC(=C1Cl)N[S](=O)(=O)C2=CC=CC=C2,-4.73
CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=CC=C(Cl)C=C2,-4.42
CC1=CC(=NC(=N1)C)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.3
CC1=CC=CC=C1N2C(=NC3=C(C=CC=C3)C2=O)C,-2.92
ClC1=CC=C(C2=CC(=C(Cl)C(=C2)Cl)Cl)C(=C1Cl)Cl,-9.1
CC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C(Cl)C=C1,-3.98
CC1=CC(=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=C1)Cl,-4.32
[O-][N+](=O)C1=CC=CC=C1N[S](=O)(=O)C2=CC=CC=C2,-4.01
ClC1=C(Cl)C(=C(C=C1)C2=CC=C(Cl)C(=C2Cl)Cl)Cl,-8.78
CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=C(Cl)C=CC=C2,-5.05
COC1=CC(=C2C(=O)C3(OC2=C1Cl)C(C)CC(=O)C=C3OC)OC,-3.97
ClC1=CC(=C(C(=C1)Cl)C2=C(Cl)C=C(Cl)C=C2Cl)Cl,-8.71
CCCC(=O)OCN1C=NC2=C(C=N[N]2COC(=O)CCC)C1=O,-3.83
CC(C)(C)CC(=O)OCC(=O)C12OC(C)(C)OC1CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC23C,-5.12
[O-][N+](=O)C1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,-3.8
CCN1C=CC(=NC1=O)N[S](=O)(=O)C2=CC=C(N)C=C2,-2.23
CC1=CC=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)N=C1,-4.29
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC3C(O)CC(OC3C)OC4CCC5(C)C(CCC6C5CCC7(C)C(CCC67O)C8=CC(=O)OC8)C4,-5.29
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(C=C2)[N+]([O-])=O,-3.94
CNC1=NC2=CC=C(Cl)C=C2C(=[N+]([O-])C1)C3=CC=CC=C3,-4.48
NC1=CC=C(C(=C1)Cl)[S](=O)(=O)NC2=CC=C(Cl)C=C2,-4.59
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC(=CC=C2Cl)Cl,-4.4
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC(=C2Cl)Cl,-4.73
CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(=C2)F,-1.47
CC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-3.89
N[S](=O)(=O)C1=CC2=C(S1)C(O)CC[S]2=O,-1.57
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)[S](N)(=O)=O)[N+]([O-])=O,-5.13
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2[N+]([O-])=O,-4.49
NC1=CC(=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2Cl)Cl,-5.11
COC1=C(N[S](=O)(=O)C2=CC=C(N)C=C2)C=CC=C1Cl,-4.15
CN1CCN(CC1)C2=NC3=C(OC4=C2C=C(Cl)C=C4)C=CC=C3,-4.42
CC(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-4.47
CN1C(=O)CCC(N2C(=O)C3=C(C=CC=C3)C2=O)C1=O,-2.99
NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=C(I)C=C2,-4.52
CO[P](=S)(OC)SCN1N=NC2=CC=CC=C2C1=O,-4.04
COC(=O)NC1=NC2=CC(=CC=C2[NH]1)C(=O)C3=CC=CC=C3,-3.88
C[N]1C=NC(=C1SC2=NC=NC3=C2[NH]C=N3)[N+]([O-])=O,-3.21
CC1N(CN2C(=O)C3=C(C=CC=C3)N=C12)CC4=CC=CC=C4,-4.0
CCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-2.72
ClC1=CC(=C(C=C1Cl)C2=C(Cl)C=C(Cl)C(=C2Cl)Cl)Cl,-7.92
CCOC1=CC=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,-4.72
CC(C)=C1OC(=O)N(C1=O)C2=C(F)C=C(Cl)C(=C2)OC3CCCC3,-6.21
CCC(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3,-4.91
ClC1=CC=C(Cl)C(=C1)C2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-8.46
CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=C(C=CC=C2)[N+]([O-])=O,-4.51
CC1=C2C=CC3=C(C=CC=C3)C2=C(C)C4=C1C=CC=C4,-6.78
FC1=C(C(=CC=C1)F)C2=NN=C(N=N2)C3=C(Cl)C=CC=C3,-6.12
C1CN(CCN1C\C=C\C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4,-4.2
CCCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,-3.7
NC1=CC=C(C=C1)[S](=O)(=O)NC2=C(Cl)C=C(Cl)C(=C2)Cl,-4.83
BrC1=CC=C(N[S](=O)(=O)C2=CC=CC=C2)C(=C1)Br,-5.01
N[S](=O)(=O)C1=CC2=C(C=C1Cl)N=CN[S]2(=O)=O,-2.92
